YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
1995,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Democrat,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,Yes,Receiving,Yes,Yes,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,No,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Risk-friendly,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1951,Female,"over $150,000",Married (w/kids),Master's Degree,Democrat,Yes,Yes,No,Yes,Yes,No,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,Yes,Right,No,Yes,No,No,P.M.,No,End,No,Yes,Circumstances,Yes,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,No,No,Yes,No,Yes,Supportive,Yes,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Own,,,,,,,,,,,,,,,,,Yes
1962,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Democrat,,,,,Yes,No,Public,No,Yes,No,No,Yes,,,,,,,,,,,,,,,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,No,No,Me,No,Yes,Yes,No,No,TMI,No,No,Talk,People,,,,,,,,,,Cautious,,Umm...,No,Space,No,In-person,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,Yes,No,Yes,Yes,Yes,Public,,,,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,No,No,,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,TMI,No,No,,,,,,,,,No,PC,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes
1977,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Republican,No,No,No,Yes,No,No,Public,,Yes,No,Yes,No,No,Yes,Art,Study first,No,No,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,No,Mysterious,,No,Tunes,People,No,Yes,No,No,Yes,Supportive,Yes,PC,Yes,Cautious,No,,,,,In-person,No,Yes,Yes,No,Yay people!,Yes,No,No,,No,No,No,No,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,,,,Yes,No,Yes,No,No,No
1981,Male,"$25,001 - $50,000",Married (no kids),Bachelor's Degree,Democrat,Yes,No,No,Yes,Yes,No,Public,No,Yes,No,No,No,Yes,No,Art,Try first,No,No,Yes,Yes,Giving,Yes,No,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,Yes,No,No,TMI,No,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Own,Optimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1985,Female,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Democrat,,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,,No,,No,No,,No,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,,No,Circumstances,,No,No,Yes,No,TMI,No,,Tunes,People,No,Yes,No,No,Yes,,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,In-person,No,,Yes,Yes,,,,,,,,Yes,No,,No,Yes,No,Rent,Optimist,,No,Yes,,,Nope,No,No,Yes,Yes,No,No,Yes,No,No,No
1970,Female,"over $150,000",Single (w/kids),Current Undergraduate,Democrat,No,Yes,No,No,No,Yes,Public,Yes,Yes,Yes,No,,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,Yes,,,,A.M.,Yes,End,Yes,No,Me,,,,,,,No,Yes,Talk,People,No,No,,Yes,Yes,Demanding,Yes,Mac,Yes,Cautious,Yes,,,,,,,Yes,Yes,Yes,Grrr people,Yes,No,No,,,No,Yes,Yes,Yes,Yes,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes
1953,Male,,Married (w/kids),,Republican,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,No,,Mysterious,Yes,Yes,Talk,Technology,No,No,No,No,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
1991,Male,"under $25,000",,Associate's Degree,Republican,,Yes,,,,No,Public,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,A.M.,Yes,,,No,,,Yes,No,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,,,Online,,No,Yes,,,,,,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,No
1973,Female,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,,,No,Yes,Yes,Yes,Public,Yes,No,No,Yes,No,Yes,Yes,,Study first,No,No,No,No,Giving,Yes,,,,,,,,,,,,,,Yes,End,Yes,No,Circumstances,No,Yes,Yes,Yes,No,Mysterious,No,No,Talk,Technology,No,Yes,,No,,,,PC,Yes,Cautious,Yes,Umm...,No,Space,No,,No,,,No,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Rent,,,,,,,,,,,,No,No,Yes,Yes,No,Yes
1988,Female,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,No,No,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,Yes,,Art,Study first,Yes,No,Yes,Yes,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,No,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,Yes,,No,,No,Online,Yes,No,Yes,Yes,Grrr people,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,No
1988,Female,,,High School Diploma,Democrat,,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,No,No,Giving,No,Yes,Pragmatist,No,No,Hot headed,Odd hours,Yes,Happy,No,No,No,No,P.M.,Yes,End,Yes,Yes,Me,No,No,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Demanding,No,PC,No,Risk-friendly,No,Umm...,No,Space,No,In-person,No,No,Yes,No,Grrr people,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1987,Female,"$25,001 - $50,000",Single (no kids),High School Diploma,Democrat,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,,No,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,No,Right,Yes,No,No,Yes,P.M.,No,Start,Yes,No,Me,No,,,No,,,,,Tunes,People,No,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,Yes,No,No,Yes,No,Yes,No,No,No
1980,Male,"$75,000 - $100,000",Single (no kids),Associate's Degree,Democrat,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,No,Yes,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,End,No,Yes,Me,Yes,Yes,No,No,No,Mysterious,No,Yes,Talk,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Check!,No,No,No,Yes,No,No,Yes,Yes,Yes,No
1972,Male,"over $150,000",Married (w/kids),Doctoral Degree,Republican,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,No,Idealist,Yes,Yes,Hot headed,Odd hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,End,No,Yes,Circumstances,Yes,No,Yes,Yes,No,TMI,No,Yes,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,,,,No,,,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Rent,Pessimist,Dad,Yes,Yes,No,No,Nope,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
NA,Male,,,High School Diploma,Republican,,Yes,Yes,Yes,,,Public,,No,,,,,Yes,,,,Yes,,No,,Yes,Yes,,,,,,,Happy,,Yes,Yes,Yes,P.M.,,Start,Yes,Yes,,Yes,,No,,,,Yes,,,Technology,,No,,,Yes,Supportive,,PC,,Cautious,,,,,Yes,Online,,No,,,Yay people!,,,,Yes,,,Yes,,,Yes,,Yes,Rent,,,,,,,,,,No,Yes,,,Yes,Yes,,Yes
1988,Female,"$25,001 - $50,000",Single (no kids),Associate's Degree,Republican,,,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,,,,,,,,,,,,,,,Yes,,Yes,No,,Yes,No,Yes,Yes,No,TMI,No,Yes,Tunes,People,Yes,Yes,No,No,No,Supportive,Yes,Mac,,,,,,,,,,,,Yes,Yay people!,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
1995,Male,,,Current Undergraduate,Democrat,,,,,,,,,,,,,,,,,,,,Yes,Giving,No,No,Pragmatist,No,Yes,Cool headed,,No,Right,Yes,No,No,Yes,P.M.,,,,,,Yes,,,Yes,,Mysterious,,,Tunes,Technology,Yes,,,,Yes,Supportive,,PC,No,,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,,,,No,Yes,,Yes,Nope,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1992,Female,,Single (no kids),Current Undergraduate,Republican,No,Yes,No,No,No,Yes,Public,Yes,Yes,No,No,Yes,No,Yes,Art,Study first,Yes,No,Yes,No,Receiving,No,Yes,,No,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,No,Yes,Circumstances,No,Yes,No,Yes,Yes,TMI,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,No,Supportive,Yes,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,No
1980,,,,Bachelor's Degree,Democrat,,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Art,Try first,Yes,Yes,No,Yes,Receiving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,Yes,No,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Socialize,Yes,In-person,No,Yes,No,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Rent,Optimist,Mom,No,No,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,Yes,No
NA,Male,,Single (no kids),Bachelor's Degree,Republican,,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Receiving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,No,No,TMI,Yes,No,Talk,People,No,No,,,No,Demanding,No,PC,No,Risk-friendly,No,Yes!,,Space,No,In-person,No,,Yes,No,Yay people!,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,No,No,No,Check!,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes
1982,Male,"over $150,000",Married (w/kids),Doctoral Degree,Democrat,Yes,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,Yes,Idealist,Yes,Yes,Cool headed,Odd hours,No,Right,No,Yes,Yes,Yes,P.M.,No,Start,No,Yes,Circumstances,Yes,Yes,Yes,No,No,Mysterious,Yes,No,Talk,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,Own,,,,,,,,,,,,,,Yes,No,No,Yes
1995,Male,"over $150,000",Single (no kids),Associate's Degree,Democrat,Yes,Yes,No,No,No,Yes,Private,No,Yes,Yes,No,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Receiving,No,Yes,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,TMI,No,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,Mac,No,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Rent,Optimist,Dad,No,No,No,Yes,Check!,Yes,No,No,No,Yes,Yes,Only-child,Yes,No,Yes
1992,Female,"over $150,000",Single (no kids),Current Undergraduate,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Supportive,No,Mac,No,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,Yes,Yes,Yes,Yes
1983,Male,,Single (no kids),,Democrat,Yes,Yes,No,Yes,,,Public,No,Yes,No,Yes,No,,,,,Yes,Yes,Yes,No,,No,Yes,,No,,,,No,Right,No,No,No,Yes,P.M.,No,Start,Yes,,Circumstances,Yes,Yes,Yes,No,No,,No,No,Tunes,People,No,No,Yes,Yes,No,Demanding,No,,Yes,Risk-friendly,No,,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,,No,No,,,No,,No,No,Yes,Rent,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,,No,Yes,No,Yes,Yes,Yes,No,No
1986,Male,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Republican,,,No,Yes,Yes,No,Private,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,,Yes,Yes,Receiving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,No,,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,,Yes,Yes,Yes,No,Mysterious,No,No,Talk,Technology,No,No,Yes,,Yes,Supportive,,,,,,,No,,,,,,,No,Grrr people,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Rent,Pessimist,,No,No,No,,,Yes,No,No,No,Yes,No,Yes,No,No,No
1951,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,Yes,,,Yes,No,Idealist,No,No,,,Yes,,,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,No,Yes,Yes,Yes,Yes,,Yes,No,Talk,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,Yes,,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,,,,Yes,No,No,No,Yes,No,Yes,No,No,Own,Optimist,Dad,No,Yes,No,No,Nope,Yes,No,No,No,No,No,Only-child,No,No,Yes
1993,Male,"under $25,000",Single (w/kids),Current Undergraduate,Democrat,,,Yes,No,Yes,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,Yes,No,Receiving,No,Yes,Idealist,Yes,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,No,Start,No,Yes,Me,Yes,No,No,No,Yes,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,Yes,No,Yes,Grrr people,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Rent,Pessimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1978,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,,,,,,,,,,,Yes,,,,,Study first,,,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,No,,Tunes,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,No,,,Own,Pessimist,Mom,,,,,,,,,,,,Yes,,,Yes
1982,Male,"under $25,000",Married (w/kids),Current Undergraduate,Democrat,Yes,,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,,,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,No,Me,Yes,,,,No,Mysterious,No,No,,,,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,,Umm...,No,Socialize,Yes,Online,Yes,Yes,,No,Yay people!,Yes,No,No,Yes,,,,,,,,,,,,,No,No,Yes,Check!,Yes,No,No,No,No,No,Yes,No,No,No
1984,Female,"under $25,000",Single (no kids),Master's Degree,Republican,,No,No,No,No,No,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,No,Mac,,Cautious,No,,No,,Yes,In-person,Yes,,,,,,,,,Yes,,No,,,,,,Rent,Optimist,,No,Yes,Yes,Yes,,,,,,,,Yes,No,Yes,No
1990,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,Yes,Yes,No,No,No,No,Private,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Idealist,Yes,No,Cool headed,Odd hours,No,Right,No,No,No,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,No,No,TMI,Yes,No,Tunes,People,Yes,Yes,Yes,Yes,No,Demanding,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1995,Male,,,,Republican,,No,Yes,No,Yes,Yes,Public,Yes,Yes,No,Yes,No,Yes,Yes,Art,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,No,No,No,No,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,No,No,No,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Own,Optimist,Mom,Yes,No,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1963,Male,"over $150,000",Married (no kids),,Democrat,Yes,No,No,Yes,Yes,No,Private,No,Yes,No,No,No,,Yes,Art,Study first,Yes,No,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,Yes,Yes,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
1964,Male,"over $150,000",Married (w/kids),Master's Degree,Democrat,,No,No,Yes,Yes,Yes,Public,,,,,,,,,Study first,Yes,No,,Yes,Giving,No,No,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,End,Yes,No,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,,Yay people!,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Own,Optimist,Dad,Yes,No,No,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1997,Male,,,Current K-12,Democrat,,,No,No,,,,Yes,Yes,Yes,,Yes,Yes,No,Art,,Yes,,No,No,Receiving,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Supportive,,Mac,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Male,"$100,001 - $150,000",Married (no kids),Master's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.M.,Yes,,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,TMI,Yes,Yes,Tunes,People,,,,,Yes,Supportive,No,PC,,Risk-friendly,,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,
1975,Male,"$25,001 - $50,000",Single (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,People,No,No,No,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Space,Yes,Online,Yes,Yes,Yes,No,Yay people!,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1962,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Tunes,People,Yes,No,No,No,Yes,Supportive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1970,Female,"$75,000 - $100,000",Married (no kids),,Democrat,No,No,No,No,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,No,No,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,Yes,TMI,No,No,Talk,Technology,,Yes,No,No,No,Supportive,Yes,PC,Yes,Cautious,No,,No,,,In-person,Yes,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,,No,Yes,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1952,Male,"$100,001 - $150,000",Single (w/kids),Associate's Degree,Republican,No,Yes,,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Study first,No,No,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,,No,Yes,Yes,Yes,Mysterious,No,No,Talk,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1975,Female,"$50,000 - $74,999",Single (w/kids),Master's Degree,Democrat,,Yes,Yes,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,No,No,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,No,A.M.,No,Start,No,No,Me,Yes,No,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,No,No,No,Yes,Demanding,No,,Yes,Cautious,Yes,Umm...,No,Space,No,Online,,No,Yes,Yes,Grrr people,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Only-child,Yes,No,Yes
